uni,major,depart,course,eng_name,fee,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,Bachelor of Engineering Program in Mechanical Engineering,128000,20,50,60,0,16.7487,100.1955
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,Bachelor of Engineering Program in Chemical Engineering,128000,20,30,45,15,16.7487,100.1955
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,Bachelor of Engineering Program in Computer Engineering,128000,30,25,50,10,16.7487,100.1955
มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ),Bachelor of Engineering Program in Industrial Engineering,112000,10,30,21,36,6.5427,101.4181
มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมศาสตร์,วิศวกรรมโยธา,วิศวกรรมโยธา (ภาษาไทย ปกติ),Bachelor of Engineering Program in Civil Engineering,112000,35,25,8,0,6.5427,101.4181
มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),Bachelor of Engineering Program in Electrical Engineering,112000,20,20,19,14,6.5427,101.4181
มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วิศวกรรมเครื่องกล (ภาษาไทย ปกติ),Bachelor of Engineering Program in Mechanical Engineering,112000,15,25,16,13,6.5427,101.4181
มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),Bachelor of Engineering Program in Computer Engineering,112000,25,30,27,31,6.5427,101.4181
มหาวิทยาลัยนครพนม,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วิศวกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาวิศวกรรมอุตสาหการและการจัดการ (ภาษาไทย ปกติ),Bachelor of Engineering Program in Civil Engineering,577600,25,25,25,0,17.4065,104.7813
มหาวิทยาลัยนครพนม,คณะวิศวกรรมศาสตร์,วิศวกรรมโลจิสติกส์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาวิศวกรรมโลจิสติกส์ (ภาษาไทย ปกติ),Bachelor of Engineering Program in Logistics Engineering,577600,40,40,40,0,17.4065,104.7813
มหาวิทยาลัยนครพนม,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วิศวกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ),Bachelor of Engineering Program in Civil Engineering,527760,40,40,40,0,17.4065,104.7813
มหาวิทยาลัยนครพนม,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วิศวกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),Bachelor of Engineering Program in Electrical Engineering,580000,40,40,40,0,17.4065,104.7813
มหาวิทยาลัยนครพนม,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วิศวกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),Bachelor of Engineering Program in Mechanical Engineering,577600,40,40,40,0,17.4065,104.7813
มหาวิทยาลัยนครพนม,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),Bachelor of Engineering Program in Computer Engineering,577600,40,40,40,0,17.4065,104.7813
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมยานยนต์,วศ.บ.สาขาวิชาวิศวกรรมยานยนต์และระบบอัตโนมัติ (ศึกษาที่ มธ.ศูนย์พัทยา) (โครงการพิเศษ) (V-TECH) (ภาษาไทย พิเศษ) วิทยาเขต ศูนย์พัทยา,Bachelor of Engineering Program in Vehicle Technology Engineering,259200,30,10,37,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิชาวิศกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Industrial Engineering,145600,37,22,50,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมโยธาและการพัฒนาอสังหาริมทรัพย์ (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Programe in Civil Engineering (International Program),90000,12,2,0,6,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.สาขาวิชาวิศวกรรมโยธาและการบริหารการก่อสร้าง (โครงการพิเศษ) (ภาษาไทย พิเศษ) วิทยาเขต ศูนย์รังสิต,"Bachelor of Engineering Program in Civil Engineeringand Construction
                    Management",456000,38,7,20,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Electrical Engineering,145600,37,23,40,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและข้อมูล (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Programe in Electrical Engineering (International Program),90000,14,3,0,13,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและการจัดการอุตสาหกรรม (โครงการพิเศษ) (ภาษาไทย พิเศษ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Industrial Electrical Engineering,456000,38,7,30,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Electrical Engineering,145600,37,22,60,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมซอฟต์แวร์,วศ.บ.สาขาวิชาวิศวกรรมซอฟต์แวร์ (โครงการพิเศษ) (ภาษาไทย พิเศษ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Software Engineering,416000,38,7,30,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเครื่องกลและการจัดการอุตสาหกรรม (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Programe in Mechanical Engineering/Industrial Engineering (International Program),90000,12,2,0,6,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.สาขาวิชาวิศกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Mechanical Engineering,145600,37,22,35,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเคมีและการจัดการ (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Programe in Chemical Engineering (International Program),90000,12,2,0,16,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ.สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Chemical Engineering,145600,37,22,60,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.สาขาวิชาวิศกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program in Computer Engineering,145600,17,23,30,0,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,คณะวิศวกรรมศาสตร์,วิศวกรรมทั่วไป,วิศวกรรมศาสตรบัณฑิต (หลักสูตรนานาชาติ) (หลักสูตรสองสถาบัน) (TEP) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,Bachelor of Engineering Program (International Program)(Twinning Program),40,105,20,0,70,14.0737,100.6069
มหาวิทยาลัยทักษิณ,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมยางและพอลิเมอร์ (ภาษาไทย ปกติ) วิทยาเขต พัทลุง,Bachelor of Engineering Program in Rubber and Polymer Engineering,144000,36,16,40,5,7.107,100.6068
มหาวิทยาลัยทักษิณ,คณะวิศวกรรมศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต พัทลุง,Bachelor of Engineering Program in Mechatronics Engineering,144000,36,16,40,5,7.107,100.6068
มหาวิทยาลัยทักษิณ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต พัทลุง,Bachelor of Engineering Program in Mechanical Engineering,144000,36,16,20,5,7.107,100.6068
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วิศวกรรมอุตสาหการและการจัดการข้อมูล (หลักสูตรนอกเวลา) (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,Industrial Engineering and Data Management,363500,50,50,60,20,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วิศวกรรมระบบสมองกลอัจฉริยะและอิเล็กทรอนิกส์ความถี่สูง (หลักสูตรนอกเวลา) (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,IntelligentEmbeddedSystemsAndHighFrequencyElectronicEngineering,303500,20,60,60,60,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,ElectronicEngineering,197100,5,0,0,0,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วิศวกรรมปิโตรเคมีและพอลิเมอร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,PetrochemicalandPolymerEngineering(InternationalProgram),199500,50,30,30,30,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วิศวกรรมพอลิเมอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,PolymerEngineering,197100,20,50,60,60,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมโลจิสติกส์,วิศวกรรมขนส่งและโลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,TransportationAndLogisticsEngineering,197100,5,0,0,0,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมโยธา,วิศวกรรมโยธา (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,CivilEngineering(InternationalProgram),199500,50,30,30,30,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมโยธา,วิศวกรรมโยธาและโครงสร้างพื้นฐาน (หลักสูตรนอกเวลา) (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,CivilandInfrastuctureEngineering,363500,20,30,60,20,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมยานยนต์สมัยใหม่ (หลักสูตรนอกเวลา) (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,Modern Automotive Engineering,243500,70,60,60,60,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมเมคคาทรอนิกส์ (หลักสูตรนอกเวลา) (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,MechatronicsEngineering,243500,70,60,60,60,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วิศวกรรมโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,TelecommunicationEngineering,197100,5,0,0,0,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วิศวกรรมไฟฟ้าอุตสาหกรรม (หลักสูตรนอกเวลา) (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,Industrial Electrical Engineering,363500,20,20,20,10,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,ElectricalEngineering,197100,10,0,0,0,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วิศวกรรมเครื่องกลและอากาศยาน (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,Mechanical and Aeronautical Engineering(InternationalProgram),199500,50,30,30,30,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,ComputerEngineering,197100,10,0,0,0,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมการผลิต,วิศวกรรมการผลิตอัตโนมัติและหุ่นยนต์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,ManufacturingAutomationandRoboticsEngineering,197100,5,0,0,0,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมการเงิน,การประกอบการด้วยเทคโนโลยีดิจิทัล (หลักสูตรนอกเวลา) (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,Digital Technology Entrepreneurship,300000,20,40,40,20,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีสุรนารี,สำนักวิชาวิศวกรรมศาสตร์,วิศวกรรมทั่วไป,"กลุ่มวิศวกรรมศาสตร์ (ประกอบด้วยสาขาวิชาวิศวกรรมการผลิตอัตโนมัติและหุ่นยนต์, วิศวกรรมเกษตรและอาหาร, วิศวกรรมคอมพิวเตอร์, วิศวกรรมเคมี, วิศวกรรมเครื่องกล, วิศวกรรมปิโตรเลียมและเทคโนโลยีธรณี, วิศวกรรมไฟฟ้า, วิศวกรรมโทรคมนาคม, วิศวกรรมยานยนต์,วิศวกรรมโยธา, วิศวกรรมขนส่งและโลจิสติส์, วิศวกรรมเซรามิก, วิศวกรรมพอลิเมอร์, วิศวกรรมโลหการ, วิศวกรรมสิ่งแวดล้อม, วิศวกรรมธรณี, วิศวกรรมอากาศยาน, วิศวกรรมอิเล็กทรอนิกส์, วิศวกรรมอุตสาหการ เรียนรวมกันปี 1 แยกสาขาปี 2) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก",Engineering,0,1700,400,300,150,14.8838,102.0194
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมวัสดุ,วศ.บ.เทคโนโลยีวิศวกรรมวัสดุและกระบวนการผลิต (ภาษาไทย ปกติ) วิทยาเขต ระยอง,Bachelor of Engineering Program in Materials and Manufacturing Engineering Technology,152000,60,137,30,5,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโลจิสติกส์,วศ.บ.เทคโนโลยีวิศวกรรมอุตสาหการและโลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต ระยอง,Bachelor of Engineering Program in Industrial and Logistics Engineering Technology,152000,27,32,0,20,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วศ.บ.เทคโนโลยีวิศวกรรมไฟฟ้าและอัตโนมัติ สาขาวิชาวิศวกรรมการวัดคุมและอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต ระยอง,Bachelor of Engineering Program in Electrical and Automation Engineering Technology,152000,25,35,10,15,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมยานยนต์,วศ.บ.เทคโนโลยีวิศวกรรมเครื่องกลและยานยนต์ สาขาวิชาวิศวกรรมยานยนต์ (ภาษาไทย ปกติ) วิทยาเขต ระยอง,Bachelor of Engineering Program in Mechanical and Automotive Engineering Technology,152000,35,58,0,15,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมไฟฟ้ากำลัง,วศ.บ.เทคโนโลยีวิศวกรรมไฟฟ้าและอัตโนมัติ สาขาวิชาวิศวกรรมไฟฟ้ากำลัง (ภาษาไทย ปกติ) วิทยาเขต ระยอง,Bachelor of Engineering Program in Electrical and Automation Engineering Technology,152000,25,35,10,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมเครื่องกล,วศ.บ.เทคโนโลยีวิศวกรรมเครื่องกลและยานยนต์ สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ระยอง,Bachelor of Engineering Program in Mechanical and Automotive Engineering Technology,152000,35,58,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมเคมี,วศ.บ.เทคโนโลยีวิศวกรรมกระบวนเคมี (ภาษาไทย ปกติ) วิทยาเขต ระยอง,Bachelor of Engineering Program in Chemical Process Engineering Technology,152000,25,88,15,10,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วศ.บ.วิศวกรรมเครื่องมือวัดและอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต ปราจีนบุรี,Bachelor of Engineering Program in Instrumentation System Engineering,200000,41,28,10,5,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Industrial Engineering,200000,53,38,10,21,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมอากาศยาน,วศ.บ.วิศวกรรมการบินและอวกาศ(หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Aerospace Engineering (International Program),480000,34,10,30,30,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมอากาศยาน,วศ.บ.วิศวกรรมการบินและอวกาศ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Aerospace Engineering,200000,42,9,25,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมหุ่นยนต์,วศ.บ.วิศวกรรมหุ่นยนต์และระบบอัตโนมัติ(หลักสูตรภาษาอังกฤษ) (ภาษาต่างประเทศ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Robotic Engineering and Automation System (English Program),480000,41,20,10,17,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ.วิศวกรรมวัสดุเชิงนวัตกรรม(หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Innovative Materials Engineering (International Program),480000,20,0,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ.วิศวกรรมวัสดุ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Materials Engineering,200000,72,68,30,20,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมโลจิสติกส์,วศ.บ.วิศวกรรมโลจิสติกส์ (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Logistics Engineering,240000,34,20,15,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมโลจิสติกส์,วศ.บ.วิศวกรรมโลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Logistics Engineering,200000,39,23,15,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Civil Engineering,240000,0,0,40,20,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Civil Engineering,200000,55,33,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า(หลักสูตรภาษาอังกฤษ) (ภาษาต่างประเทศ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Electrical Engineering (EnglishProgram),480000,35,25,35,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า สาขาวิชาวิศวกรรมโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Electrical Engineering,200000,30,13,25,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า สาขาวิชาวิศวกรรมไฟฟ้ากำลัง/วิศวกรรมควบคุมอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Electrical Engineering,200000,55,33,30,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมพลังงาน,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Industrial Electrical and Energy Engineering,240000,0,30,5,3,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมพลังงาน,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Industrial Electrical and Energy Engineering,200000,26,23,10,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมขนถ่ายวัสดุ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Materials Handing Engineering,200000,34,23,15,0,13.8234,100.5135
