uni,major,depart,course,eng_name,fee,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,Programin Mechanical Engineering,96000,12,6,0,0,15.2186,104.8574
มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,Programin Computer Engineering,96000,15,5,2,0,15.2186,104.8574
มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมเกษตร,วศ.บ.วิศวกรรมอาหารและหลังการเก็บเกี่ยว (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,Programin Food and Postharvest Engineering,96000,5,5,20,0,15.2186,104.8574
มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมเกษตร,วศ.บ.วิศวกรรมเครื่องจักรกลเกษตร (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,Programin Agricultural Machinery Engineering,96000,5,5,15,0,15.2186,104.8574
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมสารสนเทศ,วศ.บ. วิศวกรรมคอมพิวเตอร์และการสื่อสาร (ภาษาไทย ปกติ) วิทยาเขต ตรัง,Information and Communication Engineering,110000,10,0,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ตรัง,Electrical Engineering,110000,10,10,0,20,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์และการสื่อสาร (ภาษาไทย ปกติ) วิทยาเขต ตรัง,Information and Communication Engineering,110000,0,10,0,10,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Industrial Engineering,110000,6,3,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ. วิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Electronics Engineering,110000,3,2,2,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมสำรวจ,วศ.บ. วิศวกรรมสำรวจ (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Survey Engineering,110000,5,2,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ. วิศวกรรมโยธา สาขาวิชาวิศวกรรมโยธาระบบราง (ภาษาไทย ปกติ) วิทยาเขต สงขลา,0,110000,10,5,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ. วิศวกรรมโยธา สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต สงขลา,0,110000,10,5,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วศ.บ. วิศวกรรมโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Telecommunication Engineering,110000,2,2,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Electrical Engineering,110000,5,0,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมเครื่องกลเรือ (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Marine Engineering,254000,5,0,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Mechanical Engineering,110000,8,8,0,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์และนวัตกรรมดิจิทัล (ภาษาไทย ปกติ) วิทยาเขต สงขลา,0,110000,0,10,3,2,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต สงขลา,Computer Engineering,110000,2,1,1,1,7.0085,100.475
